COURSE,TOPICS,SUBTOPIC,SCREENCAST TITLE,DESCRIPTION,DURATION,YouTube VIDEO ID,YouTube PLAYLIST ID (optional),URL
Separations and Mass Transfer,Distillation,Column-Distillation,Using the DePriester Chart for Vapor Liquid Equilibrium (simulation),"Uses an interactive simulation to explain how to use a DePriester chart for hydrocarbons to determine K values and show how K values change with temperature, pressure, and hydrocarbon",,1fZkmYRQ1Xs,,https://www.youtube.com/watch?v=1fZkmYRQ1Xs
Separations and Mass Transfer,Distillation,Multi-Component,Rachford-Rice Procedure for Isothermal Flash Distillation,Derives the Rachford-Rice procedure for isothermal flash distillation calculations for multiple components.,,ACxOiXWq1SQ,,https://www.youtube.com/watch?v=ACxOiXWq1SQ
Separations and Mass Transfer,Distillation,Mass-Transfer Limited,Packed Bed Column Height,An example describing how to calculate the height of a packed bed distillation column.,,2WI2sMIa5r0,,https://www.youtube.com/watch?v=2WI2sMIa5r0
Separations and Mass Transfer,Separation Techniques,Liquid-Liquid Extraction,Hunter-Nash Method 1: Mixing and Operating Points,Shows how the mixing point and the operating point in the Hunter-Nash method are determined from mass balances on a two-stage liquid-liquid extraction. The points are located on a ternary phase diagram. An interactive simulations that explains a ternary phase diagram is located at: https://demonstrations.wolfram.com/RightAndEquilateralTriangleTernaryPhaseDiagrams,,-yW0jIcH0_E,PL61BFC1C064B40049,https://www.youtube.com/watch?v=-yW0jIcH0_E&list=PL61BFC1C064B40049
Separations and Mass Transfer,Separation Techniques,Liquid-Liquid Extraction,Hunter-Nash Method 2: Number of Stages,"Shows how mass balances and phase equilibrium are used to determine the number of stages in the Hunter-Nash method for liquid-liquid extraction. Phase equilibrium and mixing and operating points are on a ternary phase diagram, and the screencast Hunter-Nash method 1 shows how those points are determined. A simulation that explains a ternary phase diagram is located at: https://demonstrations.wolfram.com/RightAndEquilateralTriangleTernaryPhaseDiagrams",,JZuavrt8ksQ,PL61BFC1C064B40049,https://www.youtube.com/watch?v=JZuavrt8ksQ&list=PL61BFC1C064B40049
Separations and Mass Transfer,Separation Techniques,Liquid-Liquid Extraction,Hunter-Nash Method for LLE Example,Uses the Hunter Nash method to determine the number of stages needed to achieve a specified liquid-liquid extraction separation.,,e0Yt5RMkyj4,,https://www.youtube.com/watch?v=e0Yt5RMkyj4
Separations and Mass Transfer,Separation Techniques,Liquid-Liquid Extraction,Hunter-Nash Method: LLE Example,Uses the Hunter-Nash graphical method to solve a liquid-liquid extraction separation problem.,,FaKIZU3XPR8,PL61BFC1C064B40049,https://www.youtube.com/watch?v=FaKIZU3XPR8&list=PL61BFC1C064B40049
Separations and Mass Transfer,Separation Techniques,Liquid-Liquid Extraction,Interpolating Tie Lines on a Ternary Diagram,Describes how to interpolate equilibrium tie lines on a ternary diagram.,,n7DPiuHllZE,,https://www.youtube.com/watch?v=n7DPiuHllZE
Separations and Mass Transfer,Separation Techniques,Liquid-Liquid Extraction,Liquid-Liquid Equlibrium using UNIFAC,Tutorial on using an UNIFAC spreadsheet for liquid-liquid equilibrium calculations.,,GYeSaXRdagY,,https://www.youtube.com/watch?v=GYeSaXRdagY
Separations and Mass Transfer,Separation Techniques,Liquid-Liquid Extraction,Partially Miscible Liquid-Liquid Extraction,"Determining the number of stages in a liquid-liquid extraction for a partially miscible system. Given equilibrium data, design the separations system.",,N7MIH0_ELO0,,https://www.youtube.com/watch?v=N7MIH0_ELO0
Separations and Mass Transfer,Separation Techniques,Liquid-Liquid Extraction,Plotting a Ternary Phase Diagram,Develops a ternary phase diagram using equilibrium data.,,2-mzLOPdIpU,PL61BFC1C064B40049,https://www.youtube.com/watch?v=2-mzLOPdIpU&list=PL61BFC1C064B40049
Separations and Mass Transfer,Separation Techniques,Liquid-Liquid Extraction,Ternary Phase Diagram Basics (Simulation),"Uses a simulation to show how ternary phase diagrams are interpreted. This is for a single phase, three component system.",,GXap5CC8MN4,PL61BFC1C064B40049,https://www.youtube.com/watch?v=GXap5CC8MN4&list=PL61BFC1C064B40049
Separations and Mass Transfer,Separation Techniques,Absorption/Stripping,Absorption of a Dilute Species,Calculates the number of stages for an absorption column needed to remove chloroform from an air stream given inlet and outlet specifications.,,BoPKngZZwVI,,https://www.youtube.com/watch?v=BoPKngZZwVI
Separations and Mass Transfer,Separation Techniques,Absorption/Stripping,Kremser Analysis for a Dilute Absorber,Uses the Kremser analysis to calculate the number of equilibrium stages needed in an absorption system.,,dByYrj7-tYQ,PL61BFC1C064B40049,https://www.youtube.com/watch?v=dByYrj7-tYQ&list=PL61BFC1C064B40049
Separations and Mass Transfer,Separation Techniques,Absorption/Stripping,Non-Dilute Absorber Example,Calculates the number of equilibrium stages necessary for the separation of CO2 from a gas stream containing N2 to a water solvent stream.,,QGwXpHEAREA,PL61BFC1C064B40049,https://www.youtube.com/watch?v=QGwXpHEAREA&list=PL61BFC1C064B40049
Separations and Mass Transfer,Separation Techniques,Absorption/Stripping,Operation of an Absorption Column (Simulation),Uses an interactive simulation that shows the operation of an absorption column that is used to transfer a solute from a gas phase to a liquid phase.,,NhPqSWUrGsg,,https://www.youtube.com/watch?v=NhPqSWUrGsg
Separations and Mass Transfer,Separation Techniques,Adsorption,Adsorption Introduction,Explains the concept of adsorption and derives the Langmuir isotherm.,,hreAO6Iqraw,,https://www.youtube.com/watch?v=hreAO6Iqraw
Separations and Mass Transfer,Separation Techniques,Adsorption,Langmuir Isotherms for Binary Mixture (Simulation),Demonstrates the amounts adsorbed on a surface for a binary gas mixture using an interactive Mathematica simulation. The adsorption is modeled using extended Langmuir isotherms.,,X9NIQ3KBd8I,PL61BFC1C064B40049,https://www.youtube.com/watch?v=X9NIQ3KBd8I&list=PL61BFC1C064B40049
Separations and Mass Transfer,Separation Techniques,Filtration,Membrane Concentration Profile (Simulation),"Describes how to use an interactive simulation that plots concentration of a single component as a function distance into a membrane. It also calculates the flux and how it changes with diffusion constant, membrane thickness, and equilibrium constant",,TOT0XJqiDks,,https://www.youtube.com/watch?v=TOT0XJqiDks
Separations and Mass Transfer,Separation Techniques,Filtration,Membrane Transport: Series Resistances Part 1,Introduces series resistances through a membrane using a simple model for both liquids and gases. Part 1 of 3.,,hlJA-St-x5w,PL61BFC1C064B40049,https://www.youtube.com/watch?v=hlJA-St-x5w&list=PL61BFC1C064B40049
Separations and Mass Transfer,Separation Techniques,Filtration,Membrane Transport: Series Resistances Part 2,Demonstrates how permeability is derived from the fluxes of molecules through a membrane. Part 2 of 3.,,xMl7_tXOSMQ,PL61BFC1C064B40049,https://www.youtube.com/watch?v=xMl7_tXOSMQ&list=PL61BFC1C064B40049
Separations and Mass Transfer,Separation Techniques,Filtration,Membrane Transport: Series Resistances Part 3,Applies the resistance in series equation derived in part 2 to an example in which wastewater is cleaned up. Part 3 of 3.,,NEroL-x_g-M,PL61BFC1C064B40049,https://www.youtube.com/watch?v=NEroL-x_g-M&list=PL61BFC1C064B40049
Separations and Mass Transfer,Separation Techniques,Filtration,Reverse Osmosis,Describes the process of reverse osmosis in which a membrane is used to separate a solvent-solute mixture because of a pressure difference across a membrane.,,zmlBnG8kbUk,,https://www.youtube.com/watch?v=zmlBnG8kbUk
Separations and Mass Transfer,Separation Techniques,Filtration,Reverse Osmosis: Changes in Driving Force,Describes how the driving force for reverse osmosis decreases due to concentration polarization and the increase in solute concentration due to solvent permeation.,,-Gwzmfu9ZR0,,https://www.youtube.com/watch?v=-Gwzmfu9ZR0
Separations and Mass Transfer,Separation Techniques,Other Separation Techniques,Osmolarity Example (Bio),Covers the basics of calculating osmolarity.,,s4t1cJKxUMw,PL61BFC1C064B40049,https://www.youtube.com/watch?v=s4t1cJKxUMw&list=PL61BFC1C064B40049
Separations and Mass Transfer,Separation Techniques,Other Separation Techniques,Osmotic Shock Disruption (Bio),Uses osmotic shock as a method of disrupting (lysing) cells.,,AGRjXcB14qA,PL61BFC1C064B40049,https://www.youtube.com/watch?v=AGRjXcB14qA&list=PL61BFC1C064B40049
Separations and Mass Transfer,Separation Techniques,Other Separation Techniques,Single-Effect Evaporator: Heat Transfer Area,Calculates the heat transfer area for a single-effect evaporator that is used to concentrate a salt solution.,,_oiu2Fa5G-E,,https://www.youtube.com/watch?v=_oiu2Fa5G-E
Separations and Mass Transfer,Separation Techniques,Other Separation Techniques,Single-Effect Evaporator: Introduction,Describes the operation of a single-effect evaporator which is used to concentrate a solution.,,Q7p1fImdBMk,,https://www.youtube.com/watch?v=Q7p1fImdBMk
Separations and Mass Transfer,Separation Techniques,Other Separation Techniques,Triple-Effect Evaporator: Backward Feed,Describes how a triple-effect evaporator with backward feed concentrates a dilute solution.,,qQhqlsXB7i8,,https://www.youtube.com/watch?v=qQhqlsXB7i8
Separations and Mass Transfer,Separation Techniques,Other Separation Techniques,Triple-Effect Evaporator: Introduction,Describes the operation of a triple-effect evaporator to concentrate a solute liquid solution using significantly less energy than a single-effect evaporator.,,brxp3Su01UY,,https://www.youtube.com/watch?v=brxp3Su01UY
Separations and Mass Transfer,Mass Transfer,Diffusion,Deriving Molar Transfer Flux Equations,Derives the equations for molar fluxes using Fick's law of diffusion.,,2CRdFJ2N-kI,PL61BFC1C064B40049,https://www.youtube.com/watch?v=2CRdFJ2N-kI&list=PL61BFC1C064B40049
Separations and Mass Transfer,Mass Transfer,Diffusion,Deriving the Differential Equations of Mass Transfer,Derives the differential equations for mass transfer using the integral method and shell balances.,,AXlgqHfHrtU,PL61BFC1C064B40049,https://www.youtube.com/watch?v=AXlgqHfHrtU&list=PL61BFC1C064B40049
Separations and Mass Transfer,Mass Transfer,Diffusion,Diffusion from Spherical Particle,Determine the production rate of a species diffusing away from a reactive spherical particle.,,3ETNKtdTb2I,PL61BFC1C064B40049,https://www.youtube.com/watch?v=3ETNKtdTb2I&list=PL61BFC1C064B40049
Separations and Mass Transfer,Mass Transfer,Diffusion,Diffusion into a Solid,Calculates the time for carbon to diffuse into a metal alloy at high temperature.,,gjoHxwMzptk,,https://www.youtube.com/watch?v=gjoHxwMzptk
Separations and Mass Transfer,Mass Transfer,Diffusion,Diffusion Limited Drug Delivery (Bio),Derives the differential equation for a diffusion limited drug delivery system.,,gucFl2JPjVg,,https://www.youtube.com/watch?v=gucFl2JPjVg
Separations and Mass Transfer,Mass Transfer,Diffusion,Diffusion through a Carbon Rod: Part 1,Calculates the initial rate of carbon dioxide production due to the reaction of carbon with oxygen diffusing through a quiescent boundary layer of air. Part 1 of 2.,,RFlxppoWYMI,,https://www.youtube.com/watch?v=RFlxppoWYMI
Separations and Mass Transfer,Mass Transfer,Diffusion,Diffusion through a Carbon Rod: Part 2,Calculates the time for a carbon rod to disappear due to the reaction of carbon with oxygen diffusing through a boundary layer. Part 2 of 2.,,21PaQWRLCR4,,https://www.youtube.com/watch?v=21PaQWRLCR4
Separations and Mass Transfer,Mass Transfer,Diffusion,Equimolar Counterdiffusion (EMD),Derives the equations to use in the case of equimolar counterdiffusion (EMD).,,IKmE3Z3zzBo,PL61BFC1C064B40049,https://www.youtube.com/watch?v=IKmE3Z3zzBo&list=PL61BFC1C064B40049
Separations and Mass Transfer,Mass Transfer,Diffusion,Equimolar Counterdiffusion Example,Calculates species' velocities and molar flow rates for a binary mixture undergoing equimolar counterdiffusion.,,mex15lPG-64,PL61BFC1C064B40049,https://www.youtube.com/watch?v=mex15lPG-64&list=PL61BFC1C064B40049
Separations and Mass Transfer,Mass Transfer,Diffusion,Hydrogen Diffusion through Palladium,Example on hydrogen diffusion through palladium.,,NGp_Gkbtvt4,PLC9CE6BFBB0D003CD,https://www.youtube.com/watch?v=NGp_Gkbtvt4&list=PLC9CE6BFBB0D003CD
Separations and Mass Transfer,Mass Transfer,Diffusion,Mass Transfer in a Catalyst Sphere,Uses a shell balance to determine the rate of product formed with respect to time for a spherical catalyst.,,D-6ACSW8E7w,,https://www.youtube.com/watch?v=D-6ACSW8E7w
Separations and Mass Transfer,Mass Transfer,Diffusion,Unimolecular Diffusion (UMD),Derives the flux equations for the unimolecular diffusion of A through a stagnant film of B.,,cTcsp1tyxOM,PL61BFC1C064B40049,https://www.youtube.com/watch?v=cTcsp1tyxOM&list=PL61BFC1C064B40049
Separations and Mass Transfer,Mass Transfer,Diffusion,Unimolecular Diffusion Example,Uses the unimolecular diffusion flux equations to solve for initial flux and time to evaporate a fluid from a beaker.,,m-sigBs5ilE,PL61BFC1C064B40049,https://www.youtube.com/watch?v=m-sigBs5ilE&list=PL61BFC1C064B40049
Separations and Mass Transfer,Mass Transfer,Diffusion,Unsteady-State Diffusion,Derives the differential equations for unsteady-state diffusion for a herbicide spill into the air and soil.,,FhpsnVhzJQQ,,https://www.youtube.com/watch?v=FhpsnVhzJQQ
Separations and Mass Transfer,Mass Transfer,Convection,Convective Mass Transfer,A lead tank contains water. Lead is leaching into the water through convective transfer. Determine a relationship between concentration of lead and the dependent variables of the system.,,m8VADsoQ2tw,,https://www.youtube.com/watch?v=m8VADsoQ2tw
Separations and Mass Transfer,Mass Transfer,Convection,Convective Mass Transfer: Part 1 (Bio),Derives an equation for convective mass transfer using a mass balance on a differential element. Part 1 of 2.,,ha_tdquI32Y,,https://www.youtube.com/watch?v=ha_tdquI32Y
Separations and Mass Transfer,Mass Transfer,Convection,Convective Mass Transfer: Part 2 (Bio),Finds the exiting concentration of a chemical agent leaving a blood vessel. Part 2 of 2.,,INXw_xFbBpI,,https://www.youtube.com/watch?v=INXw_xFbBpI
Separations and Mass Transfer,Mass Transfer,Other,Gibbs Phase Rule,Explains the Gibbs phase rule and applies it to a binary system that has vapor and partially miscible liquids.,,_r4V7yP2e8A,,https://www.youtube.com/watch?v=_r4V7yP2e8A
Separations and Mass Transfer,Mass Transfer,Other,Lever Rule Derivation,"Uses mass balance to derive the lever rule, which determines the amounts of liquid and vapor in equilibrium given the overall mole fraction and the mole fractions in each phase.",,R9-PvyC8pFU,PL61BFC1C064B40049,https://www.youtube.com/watch?v=R9-PvyC8pFU&list=PL61BFC1C064B40049
Separations and Mass Transfer,Mass Transfer,Other,Phase Equilibrium: Txy Diagram,A conceptual question investigating how the molar composition changes to a vapor-liquid equilibrium system as temperature is changed.,,-XcTEknC9Aw,,https://www.youtube.com/watch?v=-XcTEknC9Aw
Separations and Mass Transfer,Mass Transfer,Other,Pressure Effect on VLE,Describes how vapor and liquid compositions change for a binary mixture as the pressure changes.,,_jJNc_ROxAs,,https://www.youtube.com/watch?v=_jJNc_ROxAs
Statics,,,Forces Acting on a Frame,Calculates the forces acting on different points on a frame that has two resultant forces acting on it.,,EJeYhVx0zG0,PL4xAk5aclnUhllzwFe86c1Egrjqel5ttc,https://www.youtube.com/watch?v=EJeYhVx0zG0&list=PL4xAk5aclnUhllzwFe86c1Egrjqel5ttc
Statistics,Data Analysis,,Aliasing - Sound (Simulation),This demonstration illustrates aliasing of a wave visually and aurally.,,--P0ZsbzJSw,,https://www.youtube.com/watch?v=--P0ZsbzJSw
Statistics,Data Analysis,,Anova Visualization (Simulation),This demonstration helps visualize how one-way analysis of variance (ANOVA) works for three samples (I = 3) each with ten measurements (J1 = J2 = J3 = 10).,,pwOQg5zLQQk,,https://www.youtube.com/watch?v=pwOQg5zLQQk
Statistics,Data Analysis,,Binomial Distribution,derives binomial distribution for data analysis and gives an example,,zv4jEM_tbBI,PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks,https://www.youtube.com/watch?v=zv4jEM_tbBI&list=PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks
Statistics,Data Analysis,,Calculating Confidence Intervals,Explains the theory behind calculating confidence intervals.,,AzuAxREFLpw,PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks,https://www.youtube.com/watch?v=AzuAxREFLpw&list=PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks
Statistics,Data Analysis,,Central Limit Theorem (Simulation),Demonstrates how to use a simulation that explores the central limit theorem by changing the number of experiments and number of measurements taken,,5au9U6bah1k,,https://www.youtube.com/watch?v=5au9U6bah1k
Statistics,Data Analysis,,Geometric Distribution,derives geometric distribution for data analysis and gives an example,,8IvXWaW9GOk,PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks,https://www.youtube.com/watch?v=8IvXWaW9GOk&list=PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks
Statistics,Data Analysis,,Hypergeometric Distribution,derives the hypergeometric distribution for data analysis and gives an example,,ksQGfxvFwqE,PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks,https://www.youtube.com/watch?v=ksQGfxvFwqE&list=PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks
Statistics,Data Analysis,,Implementing an F-Test in MATLAB and Excel,Uses MATLAB and Excel to perform an F-test.,,c3lCYwAkHg0,PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks,https://www.youtube.com/watch?v=c3lCYwAkHg0&list=PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks
Statistics,Data Analysis,,Meaning of Student's t-Distribution (Simulation),Explains student's t-distribution using a simulation.,,rePsvdAxwX8,PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks,https://www.youtube.com/watch?v=rePsvdAxwX8&list=PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks
Statistics,Data Analysis,,Negative Binomial Distribution,derives the negative binomial distribution for data analysis and gives an example,,UUzRsQ-8vC8,PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks,https://www.youtube.com/watch?v=UUzRsQ-8vC8&list=PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks
Statistics,Data Analysis,,One-Way ANOVA in Excel,Uses Excel to perform a one-way ANOVA analysis test.,,rXVPCSFE4XQ,PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks,https://www.youtube.com/watch?v=rXVPCSFE4XQ&list=PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks
Statistics,Data Analysis,,P-Value From Test Statistic (Simulation),Demonstrates how to use the test statistic simulation that shows how to determine the p-value from a test statistic.,,p7K-XPh_Nxs,,https://www.youtube.com/watch?v=p7K-XPh_Nxs
Statistics,Data Analysis,,Simple One-Way ANOVA in MATLAB,Performs a one-way ANOVA test using MATLAB.,,gyccXv1NiOw,PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks,https://www.youtube.com/watch?v=gyccXv1NiOw&list=PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks
Statistics,Data Analysis,,Square Wave,Demonstrates how to use a simulation that demonstrates how to create a square wave from various sin waves,,j-1YL47ZjGo,,https://www.youtube.com/watch?v=j-1YL47ZjGo
Statistics,Data Analysis,,The Meaning of a One-Way ANOVA,Explains a one-way ANOVA analysis which tells you the likelihood that the population mean of at least one sample differs from the others.,,6FUAchUwxYo,PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks,https://www.youtube.com/watch?v=6FUAchUwxYo&list=PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks
Statistics,Data Analysis,,The Meaning of a Two-Factor ANOVA,Explains a two-factor ANOVA which tells you the likelihood that one or both of your experimental factors makes a significant difference in your measured value.,,308aCuq5cSk,PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks,https://www.youtube.com/watch?v=308aCuq5cSk&list=PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks
Statistics,Data Analysis,,The Meaning of an F-Test,Explains the meaning of an F-test and what the p-value from an f-test represents.,,g9pGHRs-cxc,PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks,https://www.youtube.com/watch?v=g9pGHRs-cxc&list=PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks
Statistics,Data Analysis,,Two-sample T-Test and Type-1 Error,"A conceptual discussion of a two-sample t-test and what it means to make a Type-I error, along with the meaning of the p-value that is generated by the test.",,ILrM1shEL_Y,PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks,https://www.youtube.com/watch?v=ILrM1shEL_Y&list=PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks
Statistics,Data Analysis,,What does a 95% Confidence Interval Mean? Part 1,Discusses the meaning of a 95% confidence interval. Part 1 of 2.,,mizNAmeAT5w,PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks,https://www.youtube.com/watch?v=mizNAmeAT5w&list=PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks
Statistics,Data Analysis,,What does a 95% Confidence Interval Mean? Part 2,Discusses the meaning of a 95% confidence interval using graphical interpretations. Part 2 of 2.,,a7TC5mZNs-w,PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks,https://www.youtube.com/watch?v=a7TC5mZNs-w&list=PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks
Statistics,Regression,,Creating a Scatter Plot Using Regression Analysis,Plots experimental and theoretical data using regression analysis. ,,REhUr6ecf90,PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks,https://www.youtube.com/watch?v=REhUr6ecf90&list=PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks
Statistics,Regression,,Linear Regression: Meaning of Confidence Intervals for the Slope & Intercept,Explains the meaning of confidence intervals for the slope and intercept in linear regression.,,leKfpdaLYiQ,PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks,https://www.youtube.com/watch?v=leKfpdaLYiQ&list=PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks
Statistics,Regression,,Linear Regression: Meaning of p-Values for the Slope & Intercept,Explains the meaning of p-values for the slope and intercept in linear regression.,,BSwaD1iYeJQ,PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks,https://www.youtube.com/watch?v=BSwaD1iYeJQ&list=PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks
Statistics,Regression,,Model Fitting and Regression in Matlab,Demonstrates how to model a curve and perform regression in Matlab.,,NsT5BAofRN0,PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks,https://www.youtube.com/watch?v=NsT5BAofRN0&list=PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks
Statistics,Regression,,Multiple Regression in Excel,Explains how to use multiple regression in Excel 2010.,,sxKNfB3bwQQ,PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks,https://www.youtube.com/watch?v=sxKNfB3bwQQ&list=PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks
Statistics,Regression,,Non-Linear Regression Introduction,Uses non-linear regression to obtain kinetic parameters from kinetic data obtained from an isothermal CSTR. POLYMATH is used to carry out the regression.,,G5JZsVjCYbY,PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks,https://www.youtube.com/watch?v=G5JZsVjCYbY&list=PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks
Statistics,Regression,,Non-Linear Regression/POLYMATH,Demonstrates how to use POLYMATH software to carry out non-linear regression to determine kinetic parameters from tabulated data. Uses the same data presented in the screencast titled Non-Linear Regression Introduction.,,1hbPaI7op-4,PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks,https://www.youtube.com/watch?v=1hbPaI7op-4&list=PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks
Statistics,Regression,,Nonlinear Transformations (Simulation),This demonstration shows how transformations can be used to manipulate nonlinear equations into a form for linear regression analysis.,,PaJcJvxq0yY,,https://www.youtube.com/watch?v=PaJcJvxq0yY
Statistics,Regression,,Regression Fitting in Excel-1,Explains how to set up regression calculations in Excel 2010 for a simple function.,,416zY2TcRCw,PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks,https://www.youtube.com/watch?v=416zY2TcRCw&list=PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks
Statistics,Regression,,Regression Fitting in Excel-2,Explains how to set up regression calculations in Excel 2010 for more complex functions than presented in part 1 of this series.,,NETJO59K97s,PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks,https://www.youtube.com/watch?v=NETJO59K97s&list=PL4xAk5aclnUinQtClYe06rkcBQeZ369Ks
Statistics,Regression,,Simple Linear Regression (Simulation),Describes how to use an interactive simulation to demonstrate simple linear regression with outliers.,,jsIRbZpc3w8,,https://www.youtube.com/watch?v=jsIRbZpc3w8
Thermodynamics,Energy and Entropy,What is Thermodynamics?,Thermodynamics Introduction,An overview of chapter 1 of the Elliott and Lira thermodynamics textbook.,,UMs9GIrY4dw,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=UMs9GIrY4dw&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,What is Thermodynamics?,Three Intermolecular Potential Models (Simulation),Describes how to use an interactive simulation that shows intermolecular potentials versus distance for two molecules (A and B) and a potential for their interaction (A-B). The simulation is located at: https://demonstrations.wolfram.com/ThreeIntermolecularPotentialModels/,,yYddSFKUp0w,PL4xAk5aclnUj1nDv5x0UVATwpQwHC-8m9,https://www.youtube.com/watch?v=yYddSFKUp0w&list=PL4xAk5aclnUj1nDv5x0UVATwpQwHC-8m9
Thermodynamics,Energy and Entropy,Steam Tables,Advanced Interpolation,Performs interpolation multiple times to calculate specific volume given pressure and temperature.,,b1DeF2q2ZnU,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=b1DeF2q2ZnU&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Steam Tables,Heat Removal to Condense a Vapor Mixture,Describes the steps to condense a binary vapor mixture at its dew point to a liquid at its bubble point using the concept of state functions.,,D0MJo3_eqhI,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=D0MJo3_eqhI&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Steam Tables,Linear Interpolation,Calculates saturated pressure by linear interpolation using information from the steam tables.,,4Y0vNuOUbbw,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=4Y0vNuOUbbw&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Steam Tables,Properties of Liquid Water in Steam Tables,Determines the properties of liquid water when the pressure is greater than saturation pressure using the steam tables.,,zW5wx2Ayvw0,,https://www.youtube.com/watch?v=zW5wx2Ayvw0
Thermodynamics,Energy and Entropy,Steam Tables,Quality of Steam: Mass and Volume Fractions,"Demonstrates the difference between mass and volume fractions, as a function of quality, for vapor-liquid equilibrium of water.",,HiB3kMZl9tQ,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=HiB3kMZl9tQ&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Steam Tables,Steam Tables: Calculating Quality,Calculates the quality of a two-phase water mixture in vapor-liquid equilibrium using steam tables.,,J6LgIO3qdO0,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=J6LgIO3qdO0&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Steam Tables,Compare Steam Tables to Ideal Gas Law,Calculates the volume of a gas using the ideal gas law and compares to the volume at the same conditions from the steam tables.,,kw862Ak1Fyg,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=kw862Ak1Fyg&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Steam Tables,Introduction to Steam Tables,"Steam tables are used to solve two example problems: 1) density at critical point, 2), quality of liquid-vapor mixture.",,iLsyOQiqyBU,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=iLsyOQiqyBU&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
